Network_I(Intel R _82574L_GNC) Current Bandwidth,Network_I(Intel R _82574L_GNC) Packets Sent sec,Memory Pool Paged Bytes,LogicalDisk(_Total) Disk Read Bytes sec,Memory Page Reads sec,Network_I(Intel R _82574L_GNC) Packets Sent sec.1,Memory Modified Page List Bytes,Process_IO Data Operations_sec,LogicalDisk(_Total) Avg  Disk Bytes Transfer,Processor_pct_ Processor_Time,Label
1000000000,9.615056698,111738880,410.2424191,0.100156841,9.615056698,58880000,3.805959943,17749.33333,51.25369524,0
1000000000,0.0,151609344,13311.51213,0.0,0.0,16936960,80.49704978,17822.47619,0.862863636,6
1000000000,3.295055835,142790656,420795.8043,81.17819374,3.295055835,6901760,71.69242695,8277.170172,50.70015663,2
1000000000,103.9641115,189980672,2871.733146,2.604110693,103.9641115,15409152,84.2329651,15894.81188,38.1062737,5
1000000000,4.193403187,205680640,615121.9267,90.85706905,4.193403187,4296704,98.24544609,11706.5214,21.29325654,0
1000000000,0.300017919,160092160,0.0,0.0,0.300017919,20537344,0.400023892,8338.285714,0.150149174,0
1000000000,2.999933911,147046400,0.0,0.0,2.999933911,10186752,20.99953738,11605.33333,4.064653749,2
1000000000,107.8734324,163876864,5743.634271,7.512077467,107.8734324,9154560,1249.709207,15404.39015,96.40058758,4
1000000000,2.495872476,126058496,0.0,0.0,2.495872476,27402240,19.86714491,20480.0,24.10987526,2
1000000000,4.9999692,105635840,27033.43347,0.799995072,4.9999692,23326720,7.199955648,29044.36364,27.03198844,0
1000000000,3.990370438,138416128,30665045.51,2596.234766,3.990370438,487424,0.0,13648.80264,68.79816409,0
1000000000,112.6651574,178401280,3284.530142,1.403302673,112.6651574,3137536,85.10028352,13480.58537,34.27275075,5
1000000000,3.394678231,145440768,0.0,0.0,3.394678231,1232896,22.76431284,11264.0,8.660248709,2
1000000000,123.1080487,191561728,817.9246837,1.597509148,123.1080487,13758464,99.2452558,14186.33846,33.22884384,5
1000000000,23.63601325,135602176,0.0,0.200305197,23.63601325,37228544,15.72395797,7488.0,30.44102502,5
1000000000,4.700008225,105353216,88064.15411,4.900008575,4.700008225,26689536,3.40000595,63027.72784,44.92189703,0
1000000000,3.09418621,146182144,9811.963909,0.59887475,3.09418621,9723904,34.63492306,11796.89796,11.34099294,2
1000000000,3.398601238,145354752,23235.23707,3.798436677,3.398601238,11169792,18.79226567,8149.333333,7.687128345,2
1000000000,132.8992346,190451712,3691.934727,1.702552364,132.8992346,12152832,106.1591474,11318.94634,44.60210636,5
1000000000,3.804941439,146501632,574595.8218,19.12483723,3.804941439,9670656,18.42392697,31749.41799,13.24441257,2
1000000000,3.104881184,146759680,0.0,0.500787288,3.104881184,962560,32.15054387,18636.8,8.763959183,2
1000000000,10.70071759,99610624,58218.30412,2.700181074,10.70071759,1454080,6.400429213,22934.97436,27.41703517,0
1000000000,5.699833907,107429888,0.0,0.0,5.699833907,1019904,0.299991258,18432.0,17.11169504,0
1000000000,2.695693872,146415616,0.0,0.0,2.695693872,11571200,16.37384426,10532.57143,5.929599022,2
1000000000,129.1978054,190455808,408.9599776,1.597499913,129.1978054,17514496,101.4412445,12300.8,30.81140239,5
1000000000,127.8957444,191193088,6563.64566,1.902912407,127.8957444,14815232,104.3597226,14258.71698,30.67358122,5
1000000000,0.0,185647104,48369643.88,5903.797545,0.0,364544,5908.497543,8191.237541,35.54719082,0
1000000000,103.3290957,195293184,6542.778375,1.397688252,103.3290957,16429056,77.97103746,10891.01987,30.7382167,5
1000000000,2.904857823,148267008,0.0,0.0,2.904857823,11591680,19.63283218,8060.342857,9.071800937,2
1000000000,4.700061148,106606592,0.0,0.0,4.700061148,10567680,0.0,5789.538462,21.01458397,0
1000000000,0.0,176734208,6553.674319,0.100001134,0.0,17825792,6.100069175,27306.66667,4.373935682,1
1000000000,4.799930833,106033152,10239.85244,0.299995677,4.799930833,8122368,4.999927951,18841.6,23.98552586,0
1000000000,1902.376457,217878528,9349873.606,646.5115315,1902.376457,10424320,5679.986904,31381.78001,52.58217672,0
1000000000,3.897570795,332574720,28102344.1,311.305975,3.897570795,3719168,351.5808732,73344.06121,59.95195108,0
1000000000,5.700475306,108060672,0.0,0.0,5.700475306,17268736,0.400033355,0.0,19.36807372,0
1000000000,4.592916483,106676224,6543.508144,0.299538031,4.592916483,30334976,4.293378451,13988.57143,16.30088547,0
1000000000,2.403751824,147197952,0.0,0.0,2.403751824,13631488,23.33642396,22118.4,7.824509183,2
1000000000,3.399950905,152408064,0.0,0.0,3.399950905,13156352,317.795411,6101.333333,8.594399894,6
1000000000,3.205066473,147304448,0.0,0.0,3.205066473,14254080,18.82976553,25600.0,13.69167758,2
1000000000,4.399892863,105418752,35166170.9,2631.935912,4.399892863,16596992,3.399917212,16991.23756,27.03299756,0
1000000000,107.7987485,191930368,0.0,2.099975619,107.7987485,13258752,92.39892725,15653.36216,37.9673065,5
1000000000,2.799986056,146538496,0.0,0.0,2.799986056,12341248,16.79991634,24917.33333,5.938841312,2
1000000000,134.2976511,189308928,0.0,1.599972016,134.2976511,12902400,103.2981933,11599.56757,32.03163946,5
1000000000,133.0972981,189964288,3276.733482,1.599967521,133.0972981,12570624,105.3978604,11071.03518,29.61093201,5
1000000000,4.199838474,105287680,4701617.576,547.6789363,4.199838474,91557888,3.399869241,16352.18412,65.39195845,0
1000000000,3.099584439,146755584,0.0,0.0,3.099584439,10244096,16.69776133,12288.0,7.590586409,2
1000000000,5.494732585,96374784,593300.0448,37.26427735,5.494732585,909312,43.05872262,52106.87582,91.49254853,0
1000000000,5.40029302,103710720,0.0,0.0,5.40029302,954368,0.400021705,101171.2,27.26175096,0
1000000000,4.907762215,158318592,5333.235151,0.200316825,4.907762215,26005504,5.10807904,7347.891892,30.67168769,4
1000000000,3.499945541,146276352,0.0,0.0,3.499945541,9572352,23.79962968,18724.57143,7.188829056,2
1000000000,2.895637144,145686528,15950.36758,0.399398227,2.895637144,315392,28.45712365,32600.27586,11.22831367,2
1000000000,112.5741725,190038016,6153.520604,3.004648732,112.5741725,15093760,86.03310871,18596.10256,39.28135971,5
1000000000,5.000056151,105627648,155240.1433,3.200035936,5.000056151,14454784,4.100046044,28307.91111,30.46795455,0
1000000000,2.904627478,145891328,6564.057463,0.0,2.904627478,7917568,21.53430717,26624.0,5.631374693,2
1000000000,3.189617095,146554880,4082.709881,0.598053205,3.189617095,9351168,29.50395813,31597.71429,8.53594453,2
1000000000,2.799980456,147111936,0.0,0.0,2.799980456,10182656,23.99983248,19114.66667,5.156622734,2
1000000000,121.9963816,190545920,3276.702813,4.89985467,121.9963816,12697600,100.6970133,17115.30225,55.54786539,5
1000000000,0.200672192,420311040,417295.4144,33.91360039,0.200672192,145862656,41.53914367,18488.60462,100.0,1
1000000000,2.795785772,145993728,0.0,0.0,2.795785772,9887744,24.06372754,9830.4,5.84576772,2
1000000000,2.796021094,145903616,3272.143543,0.099857896,2.796021094,10506240,15.57783181,10240.0,7.525736512,2
1000000000,0.0,177111040,0.0,0.0,0.0,39628800,6.700003417,30330.88,0.234814964,1
1000000000,3.200852035,145973248,0.0,0.0,3.200852035,9953280,18.60495245,10272.0,7.78790888,2
1000000000,4.299965299,105521152,271204.2114,9.599922529,4.299965299,929792,3.99996772,69823.04478,29.84319997,0
1000000000,5.000123553,103669760,0.0,0.0,5.000123553,17096704,0.100002471,105006.5455,32.10947616,0
1000000000,4.699938619,117379072,13107.02882,0.099998694,4.699938619,106496,3.499954291,110528.9846,21.01708539,0
1000000000,5.600035784,106643456,0.0,0.0,5.600035784,4198400,8.500054315,14522.18182,21.56206467,0
1000000000,76.81939347,193052672,0.0,1.001556629,76.81939347,13332480,65.20133657,11475.37615,36.54204688,5
1000000000,4.291129335,137129984,46154828.28,3082.427974,4.291129335,8830976,7.484527909,16665.97054,69.65551682,0
1000000000,115.7839494,195424256,0.0,1.702705139,115.7839494,12234752,94.85069214,11743.53171,34.50496609,5
1000000000,4.502157299,137150464,15226547.3,1311.428397,4.502157299,614400,3.901869659,13039.48634,52.58045093,0
1000000000,7.799808671,99586048,0.0,0.0,7.799808671,2478080,5.599862635,12629.33333,24.06377725,0
1000000000,4.899964034,103510016,18569642.9,1494.58903,4.899964034,237965312,5.99995596,20426.30286,46.71932543,0
1000000000,136.3992825,194920448,409.5978455,1.699991058,136.3992825,1941504,107.4994346,11433.80905,26.09454005,5
1000000000,3.104967389,136089600,5866357.917,114.0825115,3.104967389,33705984,151.6426009,50743.22002,44.20771111,2
1000000000,2.904504422,215150592,3281.889686,0.100155325,2.904504422,51933184,6.109474818,14677.33333,22.22325126,3
1000000000,2.901502224,146173952,6556.994818,0.0,2.901502224,10539008,23.71227679,24948.36364,10.73739796,2
1000000000,4.303674948,197447680,12889086.11,394.9372406,4.303674948,77824,17.91529804,30695.47053,62.28482645,0
1000000000,0.0,204316672,0.0,0.0,0.0,2412544,111.1488116,7845.333333,5.327942752,3
1000000000,3.001145477,125657088,5538933.3,150.657503,3.001145477,8318976,123.6471937,36727.35364,63.04738014,2
1000000000,16.72606523,218652672,0.0,0.300468238,16.72606523,41906176,27.04214139,6993.702128,5.477614079,3
1000000000,2.704183155,145600512,0.0,0.0,2.704183155,204800,16.62571866,863345.7778,6.887168135,2
1000000000,4.382931768,143790080,1944937.925,111.1670876,4.382931768,30998528,96.32488681,17448.57703,41.39924301,2
1000000000,3.699651927,368889856,7017682.158,148.0860677,3.699651927,2449408,102.6903386,75751.95872,30.15711885,0
1000000000,123.4900401,190087168,820.4626181,1.702620179,123.4900401,17661952,99.95381993,10449.17073,34.11714942,5
1000000000,7.699841768,101515264,0.0,0.0,7.699841768,20758528,3.499928076,15213.71429,23.59493963,0
1000000000,3.099957252,146391040,0.0,0.0,3.099957252,11243520,19.39973248,17203.2,8.282191942,2
1000000000,2.795521602,123629568,0.0,0.0,2.795521602,14336000,17.47201001,7606.857143,10.61181936,2
1000000000,3.397088356,134443008,942347.5139,90.42249888,3.397088356,39038976,81.72994926,10500.7667,46.60809348,2
1000000000,25.50051333,140795904,0.0,0.200004026,25.50051333,16998400,21.00042274,10336.0,35.15496542,5
1000000000,0.0,290226176,1182931.46,173.308477,0.0,11636736,859.6420474,14278.99436,48.90376366,0
1000000000,7.699741366,99913728,0.0,0.0,7.699741366,3006464,3.59987908,7168.0,22.34638712,0
1000000000,6.599549119,162299904,0.0,0.0,6.599549119,22048768,0.599959011,28160.0,65.0023158,4
1000000000,3.199901635,147288064,0.0,0.0,3.199901635,11882496,20.99935448,5866.666667,8.750951728,2
1000000000,5.299983411,103342080,63078.20257,1.299995931,5.299983411,29212672,0.0,37319.11111,25.0002115,0
1000000000,21.43856714,120217600,47377.83739,1.994285316,21.43856714,15519744,13.66085441,22092.25532,29.56018838,5
1000000000,2.798680842,146759680,0.0,0.0,2.798680842,991232,19.79067167,9240.380952,7.65841818,2
1000000000,132.905581,192073728,4922.814708,1.902943511,132.905581,13152256,107.4662309,14268.44444,30.9069001,5
1000000000,2.695958516,147857408,37371.17724,1.198203785,2.695958516,23072768,6.689971131,14948.57143,10.12555011,2
1000000000,238.6762386,165437440,14322.57245,1.498595052,238.6762386,27312128,3205.095191,22675.0359,96.87501009,4
1000000000,5.308350673,162127872,3281.962922,0.10015756,5.308350673,17960960,1.702678518,17294.22222,49.84332714,4
1000000000,19.83128008,137617408,13127.90678,0.300473941,19.83128008,27566080,16.82654067,10571.29412,44.83498735,5
1000000000,2.895479635,145993728,0.0,0.0,2.895479635,10092544,17.37287781,12288.0,6.162244616,2
1000000000,4.900034202,105238528,29164337.97,2618.518277,4.900034202,33546240,0.100000698,13643.67498,36.32778308,0
1000000000,5.500193552,105795584,0.0,0.0,5.500193552,5398528,7.400260415,76238.45161,25.15354729,0
1000000000,2.99527917,147046400,0.0,0.0,2.99527917,10153984,17.67214711,0.0,4.213234843,2
1000000000,3.204924174,145805312,0.0,0.0,3.204924174,12210176,19.22954504,27238.4,5.871462438,2
1000000000,7.800269343,101322752,0.0,0.0,7.800269343,26157056,3.600124312,7606.857143,22.26301848,0
1000000000,4.700145281,105500672,19844914.21,1184.236605,4.700145281,36655104,3.900120553,20374.74438,21.63843715,0
1000000000,3.004637417,145199104,435462.5015,13.02009548,3.004637417,11325440,24.03709934,35821.60479,6.964654799,2
1000000000,4.399894887,105316352,10700134.77,813.3805683,4.399894887,50569216,0.499988055,14625.21577,47.96916833,0
1000000000,3.303611541,123944960,6560.772302,0.200218881,3.303611541,8630272,33.7368815,9805.575758,58.36016907,2
1000000000,3.99997132,146407424,4915.164758,0.099999283,3.99997132,13279232,17.49987453,8140.8,8.907326715,2
1000000000,5.099888108,105545728,23310643.76,960.0789359,5.099888108,32772096,0.49998903,25671.01028,18.20478054,0
1000000000,395.8296302,166846464,0.0,1.100360357,395.8296302,25083904,3254.665871,28672.0,91.71813913,4
1000000000,112.5783883,180154368,3282.00056,1.702698044,112.5783883,577536,93.64839243,48124.04633,40.68755591,5
1000000000,4.607395324,284938240,50315487.72,974.3639503,4.607395324,466944,566.208821,62524.43939,72.84729498,0
1000000000,5.100241649,108068864,45877.37367,0.900042644,5.100241649,98304,3.600170576,89210.88,21.01189202,0
1000000000,4.093729144,106516480,0.0,0.0,4.093729144,17223680,3.394799778,9216.0,16.61204613,0
1000000000,4.800038688,105304064,19869446.55,1416.311415,4.800038688,66695168,0.100000806,16850.69086,46.40655816,0
1000000000,0.0,215691264,6407922.263,42.08679493,0.0,27004928,43.48635581,234427.4619,28.28436533,0
1000000000,0.0,206491648,0.0,0.0,0.0,32526336,118.0914262,10990.93333,2.813478009,3
1000000000,128.7905556,193495040,10632.30931,2.096590441,128.7905556,44728320,104.829522,14386.5679,36.58476765,5
1000000000,9.715195635,111747072,0.0,0.0,9.715195635,20058112,3.605639617,6826.666667,33.72335023,0
1000000000,71.51035112,194764800,0.0,2.800405359,71.51035112,11522048,58.70849806,19625.97571,35.77107036,5
1000000000,4.299891195,196526080,6927594.303,136.9965334,4.299891195,36864,663.2832162,25617.62031,76.56335684,0
1000000000,116.7929869,190111744,0.0,2.606538763,116.7929869,13082624,96.14117976,14198.58824,60.37039924,5
1000000000,4.8922031,207331328,0.0,0.0,4.8922031,19013632,0.0,6144.0,8.817231275,0
1000000000,3.401526095,123797504,0.0,0.0,3.401526095,9838592,20.10902191,19660.8,10.81750293,2
1000000000,61.48699857,191430656,0.0,0.70099184,61.48699857,13127680,49.77042067,9722.930693,21.77900955,5
1000000000,5.597323304,161714176,16887.92403,0.699665413,5.597323304,9379840,1.299378624,7979.707317,88.04952215,4
1000000000,5.100020145,107663360,0.0,0.0,5.100020145,19935232,3.80001501,10752.0,17.81208988,0
1000000000,4.800089522,105762816,98715.44104,2.900054086,4.800089522,15441920,0.100001865,150110.208,34.60815479,0
1000000000,23.16376215,222097408,12268.80643,0.798750419,23.16376215,26447872,33.24798619,10522.94737,8.970635112,3
1000000000,131.301011,193748992,13107.30093,2.10001617,131.301011,13135872,100.3007723,13702.44604,30.31260802,5
1000000000,4.006390072,109166592,6564.069494,0.100159752,4.006390072,20881408,0.400639007,13414.4,21.90679598,0
1000000000,2.804375274,147750912,0.0,0.0,2.804375274,23363584,15.82468905,9830.4,9.154846779,2
1000000000,4.700181286,109481984,25805.79533,0.400015429,4.700181286,13643776,9.100351001,43520.0,21.95054,0
1000000000,5.400099524,108814336,0.0,0.0,5.400099524,10002432,7.500138228,24576.0,19.21767236,0
1000000000,3.999911242,105635840,21298.72738,0.499988905,3.999911242,2813952,0.099997781,105280.0,25.00158097,0
1000000000,124.0062303,189296640,2862.72676,1.597503773,124.0062303,1146880,95.25116244,12807.31429,37.44047578,5
1000000000,3.205066794,146132992,0.0,0.0,3.205066794,10121216,18.32897573,9272.888889,5.475760404,2
1000000000,3.199894371,146419712,0.0,0.0,3.199894371,12238848,22.8992441,41391.15789,4.68994375,2
1000000000,24.56240233,137588736,6543.583736,0.399388656,24.56240233,26832896,204.8863804,21937.23077,57.72111173,5
1000000000,119.71461,187392000,6543.466787,1.897062209,119.71461,18980864,95.45218275,11772.0,28.70552263,5
1000000000,5.80878509,165961728,0.0,0.0,5.80878509,26238976,7.511360031,17203.2,67.44983988,4
1000000000,2.604023685,146976768,0.0,0.0,2.604023685,11759616,16.22507065,19114.66667,5.948644748,2
1000000000,4.800017568,105517056,100761.9688,5.300019398,4.800017568,30236672,3.400012444,17885.86667,30.31212578,0
1000000000,129.1953864,192086016,13925.90271,2.29991787,129.1953864,14561280,86.4969112,13987.28649,30.31283798,5
1000000000,4.393038001,201560064,0.0,0.0,4.393038001,2117632,0.399367091,6826.666667,11.46797019,0
1000000000,142.0984497,209522688,79051.93754,4.799947633,142.0984497,34525184,157.3982828,24320.0,55.00005625,3
1000000000,3.098783418,145813504,10645.42061,0.399843022,3.098783418,1675264,30.38806964,9800.0,12.34085111,2
1000000000,4.899617487,108777472,0.0,0.0,4.899617487,11943936,6.999453553,9216.0,21.72462378,0
1000000000,4.500087842,105205760,38034252.83,2703.452771,4.500087842,282624,3.700072225,18527.00033,35.4680324,0
1000000000,129.9031568,195870720,3281.932647,1.702662811,129.9031568,13234176,95.84990062,13720.86331,32.16060487,5
1000000000,3.194971594,146558976,0.0,0.0,3.194971594,598016,18.2712438,20480.0,6.864441024,2
1000000000,0.200312467,182403072,9962112.668,74.11561271,0.200312467,3198976,124.9949793,131551.1362,17.84356413,0
1000000000,2.496063159,147197952,0.0,0.0,2.496063159,13414400,16.07464675,10808.88889,4.212891508,2
1000000000,3.096368857,123686912,0.0,0.0,3.096368857,18132992,21.674582,8192.0,13.88585831,2
1000000000,3.70577842,138293248,5477315.178,225.4515466,3.70577842,851968,4.106403114,24551.424,44.52292563,0
1000000000,5.708985486,146976768,227891.483,7.211350088,5.708985486,10571776,44.57014985,23239.32824,5.945197023,2
1000000000,137.6699301,190898176,64139.59063,5.798733441,137.6699301,3010560,109.0761756,12657.9267,30.78268695,5
1000000000,2.400036769,146595840,0.0,0.0,2.400036769,9932800,15.0002298,22937.6,7.341962626,2
1000000000,2.704185918,147197952,0.0,0.0,2.704185918,13500416,21.13271217,8048.0,7.434638507,2
1000000000,7.211079174,185597952,0.0,0.0,7.211079174,33751040,23.03539181,28785.77778,7.983960575,6
1000000000,5.491627958,107094016,0.0,0.0,5.491627958,10915840,7.388735798,19569.77778,19.34181664,0
1000000000,2.504004329,147148800,0.0,0.0,2.504004329,13250560,20.73315584,26624.0,9.856067182,2
1000000000,4.406803046,137457664,481870.2921,24.73818983,4.406803046,397312,3.605566129,47678.1321,34.50809832,0
1000000000,4.799918833,167174144,1638.372295,0.0,4.799918833,31318016,0.599989854,16042.66667,14.22057882,0
1000000000,4.006022414,202125312,3281.733561,0.10015056,4.006022414,233472,7.511292026,18724.57143,9.316863612,0
1000000000,4.700096728,108310528,0.0,0.0,4.700096728,22589440,7.600156411,16384.0,18.82691796,0
1000000000,3.095243076,145686528,0.0,0.0,3.095243076,9826304,21.76654808,7424.0,5.691433058,2
1000000000,130.8068789,192684032,0.0,1.602534504,130.8068789,12943360,99.7577729,13817.63975,29.57618389,5
1000000000,7.399684921,99893248,129428.089,2.599889297,7.399684921,425984,0.0,67356.44444,25.39420533,0
1000000000,0.299990029,352743424,84784.38197,31.99893643,0.299990029,11472896,64.09786954,17754.36826,4.846991863,0
1000000000,6.199996466,105136128,7199381.496,395.3997746,6.199996466,10915840,8.799994984,28319.744,53.59410965,0
1000000000,8.913090746,149585920,0.0,0.0,8.913090746,9543680,25.53750719,37595.42857,22.54291014,6
1000000000,24.53893544,143523840,3282.007496,0.30047676,24.53893544,21491712,20.43241971,32000.0,32.47166726,5
1000000000,4.592935652,117420032,0.0,0.0,4.592935652,7839744,0.099846427,12288.0,22.15113492,0
1000000000,5.399989686,108544000,0.0,0.0,5.399989686,12189696,3.799992742,7395.555556,17.6564608,0
1000000000,660.390189,167022592,4922.580918,1.402102312,660.390189,23400448,7748.918729,20151.24211,92.33155126,4
1000000000,2.895560613,145805312,0.0,0.0,2.895560613,12271616,24.56234175,22118.4,4.989593824,2
1000000000,4.299903596,105381888,21125465.57,1261.871709,4.299903596,26882048,3.499921532,19225.71257,24.45505895,0
1000000000,0.1999985,185794560,0.0,0.0,0.1999985,52793344,1.999985,30720.0,0.001241985,6
1000000000,2.604134715,147120128,0.0,0.0,2.604134715,9347072,21.43403188,7770.352941,4.379842173,2
1000000000,4.001111189,137330688,8807975.751,471.6309814,4.001111189,274432,3.60100007,24366.33798,57.03153101,0
1000000000,5.000273765,105541632,528822.553,11.10060776,5.000273765,196608,7.300399697,94462.90129,28.59168559,0
1000000000,4.792738474,107638784,0.0,0.0,4.792738474,13324288,0.099848718,10240.0,20.5111833,0
1000000000,129.9986002,191008768,6973.854027,2.003060095,129.9986002,11714560,108.6660102,12018.03636,33.80512939,5
1000000000,4.193441834,105607168,4386253.894,204.7797429,4.193441834,104935424,7.088913577,35962.6089,50.31128419,0
1000000000,4.200432274,199368704,1636930.06,66.30682376,4.200432274,28672,36.60376696,45065.40888,54.53148962,0
1000000000,2.899954007,126640128,2864799.364,117.6981333,2.899954007,26157056,160.7974498,23941.53796,59.92260601,2
1000000000,8.295367618,95162368,2944915.471,113.0368768,8.295367618,2236416,95.54664389,27153.93631,21.21533105,0
1000000000,4.399945617,109498368,56933.6963,0.99998764,4.399945617,7696384,0.0,69120.0,27.18822375,0
1000000000,5.599990872,106508288,6553.589318,0.099999837,5.599990872,9584640,7.199988264,15462.4,27.42200201,0
1000000000,816.3742954,205594624,224811.7132,7.211256198,816.3742954,1118208,36.25659366,44434.72752,29.03047107,0
1000000000,2.889363185,126226432,3264.781133,0.099633213,2.889363185,18862080,21.42114085,13548.30769,16.47024503,2
1000000000,0.100000479,152461312,0.0,0.0,0.100000479,19300352,83.40039949,7782.4,0.155638953,6
1000000000,2.795708921,358006784,3005077.165,389.3024672,2.795708921,4042752,287.8581721,8628.056795,37.98615175,0
1000000000,7.988103078,100085760,0.0,0.0,7.988103078,6651904,3.494795097,12288.0,22.69315295,0
1000000000,427.1554139,166191104,57688.51546,6.610142396,427.1554139,36745216,222.140846,25602.22609,8.920577311,0
1000000000,3.993906417,108576768,1635.904068,0.09984766,3.993906417,10473472,0.09984766,16969.14286,22.54009972,0
1000000000,2.39926309,123949056,0.0,0.0,2.39926309,10993664,19.6939512,6474.322581,11.90202758,2
1000000000,128.5949192,193863680,13106.68215,2.599897278,128.5949192,12128256,110.5956304,11784.34783,36.955034,5
1000000000,4.399828275,103628800,22916635.16,1370.846496,4.399828275,7852032,6.999726801,21561.96935,39.53294066,0
1000000000,3.899947273,193630208,0.0,0.0,3.899947273,34488320,33.29954979,22755.55556,10.23553386,3
1000000000,3.305154322,145637376,0.0,0.0,3.305154322,10887168,19.73076974,21504.0,7.745971606,2
1000000000,2.704288623,147197952,0.0,0.0,2.704288623,13606912,19.43081455,16530.28571,7.979179206,2
1000000000,25.36093756,135573504,0.0,0.099846211,25.36093756,37261312,24.56216788,21742.93333,34.31971177,5
1000000000,3.003515856,145653760,0.0,0.0,3.003515856,757760,21.32496257,9830.4,10.83233119,2
1000000000,4.200100886,105684992,6553.757421,0.100002402,4.200100886,5742592,3.700088876,135762.5806,35.62306934,0
1000000000,3.299558651,146206720,3276.361754,0.099986626,3.299558651,10244096,23.19689718,22016.0,26.88409416,2
1000000000,139.7173891,184135680,13537.86383,2.103272524,139.7173891,3719168,104.9633145,13205.33333,31.53413456,5
1000000000,123.4192843,191393792,114654.7148,8.301297078,123.4192843,44756992,553.0864198,17585.43915,100.0,6
1000000000,111.2695046,190050304,2051.124622,2.003051388,111.2695046,11567104,88.13426109,11607.57895,34.58633384,5
1000000000,138.5346326,198438912,2863.781533,1.697973146,138.5346326,851968,112.1661084,12827.48993,28.8624379,5
1000000000,3.79994153,203948032,100862.448,1.799972303,3.79994153,1568768,4.399932297,43273.48148,22.11036965,0
1000000000,125.0090474,190476288,0.0,1.49771223,125.0090474,13348864,94.55556543,12585.75887,30.49728109,5
1000000000,133.1896562,195465216,2862.679028,1.99684642,133.1896562,12931072,99.54279406,10672.7619,36.27172128,5
1000000000,4.900048216,103628800,1515944.517,50.60049791,4.900048216,212992,4.00003936,31606.22545,36.64011242,0
